t_prot (min),t_left (min),t_right(min),f_left (N),f_right (N),slope (%),speed (km/h),gear
0,0,0,0,0,0,0,0
0.00016667,0.00016667,0.00016667,0,0,0.1,0.1,0
0.00033333,0.00033333,0.00033334,0,0,0.1,0.1,0
0.0005,0.0005,0.00050002,0,0,0.1,0.1,0
0.00066666,0.00066667,0.00066669,0,0,0.1,0.1,0
0.00083333,0.00083334,0.00083336,0,0,0.1,0.1,0
0.001,0.001,0.001,0,0,0.1,0.1,0
0.0011667,0.0011667,0.0011667,0,0,0.1,0.1,0
0.0013333,0.0013333,0.0013334,0,0,0.1,0.1,0
0.0015,0.0015,0.0015,0,0,0.1,0.1,0
0.0016667,0.0016667,0.0016667,0,0,0.1,0.1,0
0.0018333,0.0018333,0.0018334,0,0,0.1,0.1,0
0.002,0.002,0.0020001,0,0,0.1,0.1,0
0.0021667,0.0021667,0.0021667,0,0,0.1,0.1,0
0.0023333,0.0023333,0.0023334,0,0,0.1,0.1,0
0.0025,0.0025,0.0025001,0,0,0.1,0.1,0
0.0026667,0.0026667,0.0026668,0,0,0.1,0.1,0
0.0028333,0.0028333,0.0028334,0,0,0.1,0.1,0
0.003,0.003,0.0030001,0,0,0.1,0.1,0
0.0031667,0.0031667,0.0031668,0,0,0.1,0.1,0
0.0033333,0.0033334,0.0033334,0,0,0.1,0.1,0
0.0035,0.0035,0.0035001,0,0,0.1,0.1,0
0.0036667,0.0036667,0.0036668,0,0,0.1,0.1,0
0.0038333,0.0038334,0.0038335,0,0,0.1,0.1,0
0.004,0.004,0.0040001,0,0,0.1,0.1,0
0.0041667,0.0041667,0.0041668,0,0,0.1,0.1,0
0.0043333,0.0043334,0.0043335,0,0,0.1,0.1,0
0.0045,0.0045,0.0045002,0,0,0.1,0.1,0
0.0046666,0.0046667,0.0046668,0,0,0.1,0.1,0
0.0048333,0.0048334,0.0048335,0,0,0.1,0.1,0
0.005,0.005,0.0050002,0,0,0.1,0.1,0
0.0051666,0.0051667,0.0051668,0,0,0.1,0.1,0
0.0053333,0.0053334,0.0053335,0,0,0.1,0.1,0
0.0055,0.0055,0.0055002,0,0,0.1,0.1,0
0.0056666,0.0056667,0.0056669,0,0,0.1,0.1,0
0.0058333,0.0058334,0.0058335,0,0,0.1,0.1,0
0.006,0.006,0.0060002,0,0,0.1,0.1,0
0.0061666,0.0061667,0.0061669,0,0,0.1,0.1,0
0.0063333,0.0063334,0.0063336,0,0,0.1,0.1,0
0.0065,0.0065001,0.0065002,0,0,0.1,0.1,0
0.0066666,0.0066667,0.0066669,0,0,0.1,0.1,0
0.0068333,0.0068334,0.0068336,0,0,0.1,0.1,0
0.007,0.0070001,0.0070002,0,0,0.1,0.1,0
0.0071666,0.0071667,0.0071669,0,0,0.1,0.1,0
0.0073333,0.0073334,0.0073336,0,0,0.1,0.1,0
0.0075,0.0075001,0.0075003,0,0,0.1,0.1,0
0.0076666,0.0076667,0.0076669,0,0,0.1,0.1,0
0.0078333,0.0078334,0.0078336,0,0,0.1,0.1,0
0.008,0.0080001,0.0080003,0,0,0.1,0.1,0
0.0081666,0.0081667,0.008167,0,0,0.1,0.1,0
0.0083333,0.0083334,0.0083336,0,0,0.1,0.1,0
0.0085,0.0085001,0.0085003,0,0,0.1,0.1,0
0.0086666,0.0086668,0.008667,0,0,0.1,0.1,0
0.0088333,0.0088334,0.0088336,0,0,0.1,0.1,0
0.009,0.0090001,0.0090003,0,0,0.1,0.1,0
0.0091666,0.0091668,0.009167,0,0,0.1,0.1,0
0.0093333,0.0093334,0.0093337,0,0,0.1,0.1,0
0.0095,0.0095001,0.0095003,0,0,0.1,0.1,0
0.0096666,0.0096668,0.009667,0,0,0.1,0.1,0
0.0098333,0.0098334,0.0098337,0,0,0.1,0.1,0
0.01,0.01,0.01,0,0,0.1,0.1,0
0.010167,0.010167,0.010167,0,0,0.1,0.1,0
0.010333,0.010333,0.010334,0,0,0.1,0.1,0
0.0105,0.0105,0.0105,0,0,0.1,0.1,0
0.010667,0.010667,0.010667,0,0,0.1,0.1,0
0.010833,0.010833,0.010834,0,0,0.1,0.1,0
0.011,0.011,0.011,0,0,0.1,0.1,0
0.011167,0.011167,0.011167,0,0,0.1,0.1,0
0.011333,0.011333,0.011334,0,0,0.1,0.1,0
0.0115,0.0115,0.0115,0,0,0.1,0.1,0
0.011667,0.011667,0.011667,0,0,0.1,0.1,0
0.011833,0.011833,0.011834,0,0,0.1,0.1,0
0.012,0.012,0.012,0,0,0.1,0.1,0
0.012167,0.012167,0.012167,0,0,0.1,0.1,0
0.012333,0.012333,0.012334,0,0,0.1,0.1,0
0.0125,0.0125,0.0125,0,0,0.1,0.1,0
0.012667,0.012667,0.012667,0,0,0.1,0.1,0
0.012833,0.012833,0.012834,0,0,0.1,0.1,0
0.013,0.013,0.013,0,0,0.1,0.1,0
0.013167,0.013167,0.013167,0,0,0.1,0.1,0
0.013333,0.013334,0.013334,0,0,0.1,0.1,0
0.0135,0.0135,0.013501,0,0,0.1,0.1,0
0.013667,0.013667,0.013667,0,0,0.1,0.1,0
0.013833,0.013834,0.013834,0,0,0.1,0.1,0
0.014,0.014,0.014001,0,0,0.1,0.1,0
0.014167,0.014167,0.014167,0,0,0.1,0.1,0
0.014333,0.014334,0.014334,0,0,0.1,0.1,0
0.0145,0.0145,0.014501,0,0,0.1,0.1,0
0.014667,0.014667,0.014667,0,0,0.1,0.1,0
0.014833,0.014834,0.014834,0,0,0.1,0.1,0
0.015,0.015,0.015001,0,0,0.1,0.1,0
0.015167,0.015167,0.015167,0,0,0.1,0.1,0
0.015333,0.015334,0.015334,0,0,0.1,0.1,0
0.0155,0.0155,0.015501,0,0,0.1,0.1,0
0.015667,0.015667,0.015667,0,0,0.1,0.1,0
0.015833,0.015834,0.015834,0,0,0.1,0.1,0
0.016,0.016,0.016001,0,0,0.1,0.1,0
0.016167,0.016167,0.016167,0,0,0.1,0.1,0
0.016333,0.016334,0.016334,0,0,0.1,0.1,0
0.0165,0.0165,0.016501,0,0,0.1,0.1,0
0.016667,0.016667,0.016667,0,0,0.1,0.1,0
0.016833,0.016834,0.016834,0,0,0,0,0
0.017,0.017,0.017001,0,0,0,0,0
0.017167,0.017167,0.017167,0,0,0,0,0
0.017333,0.017334,0.017334,0,0,0,0,0
0.0175,0.0175,0.017501,0,0,0,0,0
0.017667,0.017667,0.017667,0,0,0,0,0
0.017833,0.017834,0.017834,0,0,0,0,0
0.018,0.018,0.018001,0,0,0,0,0
0.018167,0.018167,0.018167,0,0,0,0,0
0.018333,0.018334,0.018334,0,0,0,0,0
0.0185,0.0185,0.018501,0,0,0,0,0
0.018667,0.018667,0.018667,0,0,0,0,0
0.018833,0.018834,0.018834,0,0,0,0,0
0.019,0.019,0.019001,0,0,0,0,0
0.019167,0.019167,0.019167,0,0,0,0,0
0.019333,0.019334,0.019334,0,0,0,0,0
0.0195,0.0195,0.019501,0,0,0,0,0
0.019667,0.019667,0.019667,0,0,0,0,0
0.019833,0.019834,0.019834,0,0,0,0,0
0.02,0.02,0.020001,0,0,0,0,0
0.020167,0.020167,0.020167,0,0,0,0,0
0.020333,0.020334,0.020334,0,0,0,0,0
0.0205,0.0205,0.020501,0,0,0,0,0
0.020667,0.020667,0.020667,0,0,0,0,0
0.020833,0.020834,0.020834,0,0,0,0,0
0.021,0.021,0.021001,0,0,0,0,0
0.021167,0.021167,0.021168,0,0,0,0,0
0.021333,0.021334,0.021334,0,0,0,0,0
0.0215,0.0215,0.021501,0,0,0,0,0
0.021667,0.021667,0.021668,0,0,0,0,0
0.021833,0.021834,0.021834,0,0,0,0,0
0.022,0.022,0.022001,0,0,0,0,0
0.022167,0.022167,0.022168,0,0,0,0,0
0.022333,0.022334,0.022334,0,0,0,0,0
0.0225,0.0225,0.022501,0,0,0,0,0
0.022667,0.022667,0.022668,0,0,0,0,0
0.022833,0.022834,0.022834,0,0,0,0,0
0.023,0.023,0.023001,0,0,0,0,0
0.023167,0.023167,0.023168,0,0,0,0,0
0.023333,0.023334,0.023334,0,0,0,0,0
0.0235,0.0235,0.023501,0,0,0,0,0
0.023667,0.023667,0.023668,0,0,0,0,0
0.023833,0.023834,0.023834,0,0,0,0,0
0.024,0.024,0.024001,0,0,0,0,0
0.024167,0.024167,0.024168,0,0,0,0,0
0.024333,0.024334,0.024334,0,0,0,0,0
0.0245,0.0245,0.024501,0,0,0,0,0
0.024667,0.024667,0.024668,0,0,0,0,0
0.024833,0.024834,0.024834,0,0,0,0,0
0.025,0.025,0.025001,0,0,0,0,0
0.025167,0.025167,0.025168,0,0,0,0,0
0.025333,0.025334,0.025334,0,0,0,0,0
0.0255,0.0255,0.025501,0,0,0,0,0
0.025667,0.025667,0.025668,0,0,0,0,0
0.025833,0.025834,0.025834,0,0,0,0,0
0.026,0.026,0.026001,0,0,0,0,0
0.026167,0.026167,0.026168,0,0,0,0,0
0.026333,0.026334,0.026334,0,0,0,0,0
0.0265,0.026501,0.026501,0,0,0,0,0
0.026667,0.026667,0.026668,0,0,0,0,0
0.026833,0.026834,0.026834,0,0,0,0,0
0.027,0.027001,0.027001,0,0,0,0,0
0.027167,0.027167,0.027168,0,0,0,0,0
0.027333,0.027334,0.027334,0,0,0,0,0
0.0275,0.027501,0.027501,0,0,0,0,0
0.027667,0.027667,0.027668,0,0,0,0,0
0.027833,0.027834,0.027834,0,0,0,0,0
0.028,0.028001,0.028001,0,0,0,0,0
0.028167,0.028167,0.028168,0,0,0,0,0
0.028333,0.028334,0.028335,0,0,0,0,0
0.0285,0.028501,0.028501,0,0,0,0,0
0.028667,0.028667,0.028668,0,0,0,0,0
0.028833,0.028834,0.028835,0,0,0,0,0
0.029,0.029001,0.029001,0,0,0,0,0
0.029167,0.029167,0.029168,0,0,0,0,0
0.029333,0.029334,0.029335,0,0,0,0,0
0.0295,0.029501,0.029501,0,0,0,0,0
0.029667,0.029667,0.029668,0,0,0,0,0
0.029833,0.029834,0.029835,0,0,0,0,0
0.03,0.030001,0.030001,0,0,0,0,0
0.030167,0.030167,0.030168,0,0,0,0,0
0.030333,0.030334,0.030335,0,0,0,0,0
0.0305,0.030501,0.030501,0,0,0,0,0
0.030667,0.030667,0.030668,0,0,0,0,0
0.030833,0.030834,0.030835,0,0,0,0,0
0.031,0.031001,0.031001,0,0,0,0,0
0.031167,0.031167,0.031168,0,0,0,0,0
0.031333,0.031334,0.031335,0,0,0,0,0
0.0315,0.031501,0.031501,0,0,0,0,0
0.031667,0.031667,0.031668,0,0,0,0,0
0.031833,0.031834,0.031835,0,0,0,0,0
0.032,0.032001,0.032001,0,0,0,0,0
0.032167,0.032167,0.032168,0,0,0,0,0
0.032333,0.032334,0.032335,0,0,0,0,0
0.0325,0.032501,0.032501,0,0,0,0,0
0.032667,0.032667,0.032668,0,0,0,0,0
0.032833,0.032834,0.032835,0,0,0,0,0
0.033,0.033001,0.033001,0,0,0,0,0
0.033167,0.033167,0.033168,0,0,0,0,0
0.033333,0.033334,0.033335,0,0,0,0,0
0.0335,0.033501,0.033501,0,0,0,0,0
0.033667,0.033667,0.033668,0,0,0,0,0
0.033833,0.033834,0.033835,0,0,0,0,0
0.034,0.034001,0.034001,0,0,0,0,0
0.034167,0.034167,0.034168,0,0,0,0,0
0.034333,0.034334,0.034335,0,0,0,0,0
0.0345,0.034501,0.034501,0,0,0,0,0
0.034667,0.034667,0.034668,0,0,0,0,0
0.034833,0.034834,0.034835,0,0,0,0,0
0.035,0.035001,0.035002,0,0,0,0,0
0.035167,0.035167,0.035168,0,0,0,0,0
0.035333,0.035334,0.035335,0,0,0,0,0
0.0355,0.035501,0.035502,0,0,0,0,0
0.035667,0.035667,0.035668,0,0,0,0,0
0.035833,0.035834,0.035835,0,0,0,0,0
0.036,0.036001,0.036002,0,0,0,0,0
0.036167,0.036167,0.036168,0,0,0,0,0
0.036333,0.036334,0.036335,0,0,0,0,0
0.0365,0.036501,0.036502,0,0,0,0,0
0.036667,0.036667,0.036668,0,0,0,0,0
0.036833,0.036834,0.036835,0,0,0,0,0
0.037,0.037001,0.037002,0,0,0,0,0
0.037167,0.037167,0.037168,0,0,0,0,0
0.037333,0.037334,0.037335,0,0,0,0,0
0.0375,0.037501,0.037502,0,0,0,0,0
0.037667,0.037667,0.037668,0,0,0,0,0
0.037833,0.037834,0.037835,0,0,0,0,0
0.038,0.038001,0.038002,0,0,0,0,0
0.038167,0.038167,0.038168,0,0,0,0,0
0.038333,0.038334,0.038335,0,0,0,0,0
0.0385,0.038501,0.038502,0,0,0,0,0
0.038667,0.038667,0.038668,0,0,0,0,0
0.038833,0.038834,0.038835,0,0,0,0,0
0.039,0.039001,0.039002,0,0,0,0,0
0.039167,0.039167,0.039168,0,0,0,0,0
0.039333,0.039334,0.039335,0,0,0,0,0
0.0395,0.039501,0.039502,0,0,0,0,0
0.039667,0.039667,0.039668,0,0,0,0,0
0.039833,0.039834,0.039835,0,0,0,0,0
0.04,0.040001,0.040002,0,0,0,0,0
0.040167,0.040167,0.040168,0,0,0,0,0
0.040333,0.040334,0.040335,0,0,0,0,0
0.0405,0.040501,0.040502,0,0,0,0,0
0.040667,0.040668,0.040668,0,0,0,0,0
0.040833,0.040834,0.040835,0,0,0,0,0
0.041,0.041001,0.041002,0,0,0,0,0
0.041167,0.041168,0.041168,0,0,0,0,0
0.041333,0.041334,0.041335,0,0,0,0,0
0.0415,0.041501,0.041502,0,0,0,0,0
0.041667,0.041668,0.041669,0,0,0,0,0
0.041833,0.041834,0.041835,0,0,0,0,0
0.042,0.042001,0.042002,0,0,0,0,0
0.042167,0.042168,0.042169,0,0,0,0,0
0.042333,0.042334,0.042335,0,0,0,0,0
0.0425,0.042501,0.042502,0,0,0,0,0
0.042666,0.042668,0.042669,0,0,0,0,0
0.042833,0.042834,0.042835,0,0,0,0,0
0.043,0.043001,0.043002,0,0,0,0,0
0.043166,0.043168,0.043169,0,0,0,0,0
0.043333,0.043334,0.043335,0,0,0,0,0
0.0435,0.043501,0.043502,0,0,0,0,0
0.043666,0.043668,0.043669,0,0,0,0,0
0.043833,0.043834,0.043835,0,0,0,0,0
0.044,0.044001,0.044002,0,0,0,0,0
0.044166,0.044168,0.044169,0,0,0,0,0
0.044333,0.044334,0.044335,0,0,0,0,0
0.0445,0.044501,0.044502,0,0,0,0,0
0.044666,0.044668,0.044669,0,0,0,0,0
0.044833,0.044834,0.044835,0,0,0,0,0
0.045,0.045001,0.045002,0,0,0,0,0
0.045166,0.045168,0.045169,0,0,0,0,0
0.045333,0.045334,0.045335,0,0,0,0,0
0.0455,0.045501,0.045502,0,0,0,0,0
0.045666,0.045668,0.045669,0,0,0,0,0
0.045833,0.045834,0.045835,0,0,0,0,0
0.046,0.046001,0.046002,0,0,0,0,0
0.046166,0.046168,0.046169,0,0,0,0,0
0.046333,0.046334,0.046335,0,0,0,0,0
0.0465,0.046501,0.046502,0,0,0,0,0
0.046666,0.046668,0.046669,0,0,0,0,0
0.046833,0.046834,0.046835,0,0,0,0,0
0.047,0.047001,0.047002,0,0,0,0,0
0.047166,0.047168,0.047169,0,0,0,0,0
0.047333,0.047334,0.047335,0,0,0,0,0
0.0475,0.047501,0.047502,0,0,0,0,0
0.047666,0.047668,0.047669,0,0,0,0,0
0.047833,0.047834,0.047835,0,0,0,0,0
0.048,0.048001,0.048002,0,0,0,0,0
0.048166,0.048168,0.048169,0,0,0,0,0
0.048333,0.048334,0.048336,0,0,0,0,0
0.0485,0.048501,0.048502,0,0,0,0,0
0.048666,0.048668,0.048669,0,0,0,0,0
0.048833,0.048834,0.048836,0,0,0,0,0
0.049,0.049001,0.049002,0,0,0,0,0
0.049166,0.049168,0.049169,0,0,0,0,0
0.049333,0.049334,0.049336,0,0,0,0,0
0.0495,0.049501,0.049502,0,0,0,0,0
0.049666,0.049668,0.049669,0,0,0,0,0
0.049833,0.049834,0.049836,0,0,0,0,0
0.05,0.050001,0.050002,0,0,0,0,0
0.050166,0.050168,0.050169,0,0,0,0,0
0.050333,0.050334,0.050336,0,0,0,0,0
0.0505,0.050501,0.050502,0,0,0,0,0
0.050666,0.050668,0.050669,0,0,0,0,0
0.050833,0.050834,0.050836,0,0,0,0,0
0.051,0.051001,0.051002,0,0,0,0,0
0.051166,0.051168,0.051169,0,0,0,0,0
0.051333,0.051334,0.051336,0,0,0,0,0
0.0515,0.051501,0.051502,0,0,0,0,0
0.051666,0.051668,0.051669,0,0,0,0,0
0.051833,0.051834,0.051836,0,0,0,0,0
0.052,0.052001,0.052002,0,0,0,0,0
0.052166,0.052168,0.052169,0,0,0,0,0
0.052333,0.052334,0.052336,0,0,0,0,0
0.0525,0.052501,0.052502,0,0,0,0,0
0.052666,0.052668,0.052669,0,0,0,0,0
0.052833,0.052834,0.052836,0,0,0,0,0
0.053,0.053001,0.053002,0,0,0,0,0
0.053166,0.053168,0.053169,0,0,0,0,0
0.053333,0.053334,0.053336,0,0,0,0,0
0.0535,0.053501,0.053502,0,0,0,0,0
0.053666,0.053668,0.053669,0,0,0,0,0
0.053833,0.053834,0.053836,0,0,0,0,0
0.054,0.054001,0.054002,0,0,0,0,0
0.054166,0.054168,0.054169,0,0,0,0,0
0.054333,0.054334,0.054336,0,0,0,0,0
0.0545,0.054501,0.054502,0,0,0,0,0
0.054666,0.054668,0.054669,0,0,0,0,0
0.054833,0.054834,0.054836,0,0,0,0,0
0.055,0.055001,0.055003,0,0,0,0,0
0.055166,0.055168,0.055169,0,0,0,0,0
0.055333,0.055334,0.055336,0,0,0,0,0
0.0555,0.055501,0.055503,0,0,0,0,0
0.055666,0.055668,0.055669,0,0,0,0,0
0.055833,0.055834,0.055836,0,0,0,0,0
0.056,0.056001,0.056003,0,0,0,0,0
0.056166,0.056168,0.056169,0,0,0,0,0
0.056333,0.056334,0.056336,0,0,0,0,0
0.0565,0.056501,0.056503,0,0,0,0,0
0.056666,0.056668,0.056669,0,0,0,0,0
0.056833,0.056834,0.056836,0,0,0,0,0
0.057,0.057001,0.057003,0,0,0,0,0
0.057166,0.057168,0.057169,0,0,0,0,0
0.057333,0.057334,0.057336,0,0,0,0,0
0.0575,0.057501,0.057503,0,0,0,0,0
0.057666,0.057668,0.057669,0,0,0,0,0
0.057833,0.057834,0.057836,0,0,0,0,0
0.058,0.058001,0.058003,0,0,0,0,0
0.058166,0.058168,0.058169,0,0,0,0,0
0.058333,0.058334,0.058336,0,0,0,0,0
0.0585,0.058501,0.058503,0,0,0,0,0
0.058666,0.058668,0.058669,0,0,0,0,0
0.058833,0.058834,0.058836,0,0,0,0,0
0.059,0.059001,0.059003,0,0,0,0,0
0.059166,0.059168,0.059169,0,0,0,0,0
0.059333,0.059334,0.059336,0,0,0,0,0
0.0595,0.059501,0.059503,0,0,0,0,0
0.059666,0.059668,0.059669,0,0,0,0,0
0.059833,0.059834,0.059836,0,0,0,0,0
0.06,0.060001,0.060003,0,0,0,0,0
0.060166,0.060168,0.060169,0,0,0,0,0
0.060333,0.060334,0.060336,0,0,0,0,0
0.0605,0.060501,0.060503,0,0,0,0,0
0.060666,0.060668,0.060669,0,0,0,0,0
0.060833,0.060834,0.060836,0,0,0,0,0
0.061,0.061001,0.061003,0,0,0,0,0
0.061166,0.061168,0.061169,0,0,0,0,0
0.061333,0.061334,0.061336,0,0,0,0,0
0.0615,0.061501,0.061503,0,0,0,0,0
0.061666,0.061668,0.061669,0,0,0,0,0
0.061833,0.061834,0.061836,0,0,0,0,0
0.062,0.062001,0.062003,0,0,0,0,0
0.062166,0.062168,0.06217,0,0,0,0,0
0.062333,0.062334,0.062336,0,0,0,0,0
0.0625,0.062501,0.062503,0,0,0,0,0
0.062666,0.062668,0.06267,0,0,0,0,0
0.062833,0.062834,0.062836,0,0,0,0,0
0.063,0.063001,0.063003,0,0,0,0,0
0.063166,0.063168,0.06317,0,0,0,0,0
0.063333,0.063334,0.063336,0,0,0,0,0
0.0635,0.063501,0.063503,0,0,0,0,0
0.063666,0.063667,0.06367,0,0,0,0,0
0.063833,0.063834,0.063836,0,0,0,0,0
0.064,0.064001,0.064003,0,0,0,0,0
0.064166,0.064167,0.06417,0,0,0,0,0
0.064333,0.064334,0.064336,0,0,0,0,0
0.0645,0.064501,0.064503,0,0,0,0,0
0.064666,0.064667,0.06467,0,0,0,0,0
0.064833,0.064834,0.064836,0,0,0,0,0
0.065,0.065001,0.065003,0,0,0,0,0
0.065166,0.065167,0.06517,0,0,0,0,0
0.065333,0.065334,0.065336,0,0,0,0,0
0.0655,0.065501,0.065503,0,0,0,0,0
0.065666,0.065667,0.06567,0,0,0,0,0
0.065833,0.065834,0.065836,0,0,0,0,0
0.066,0.066001,0.066003,0,0,0,0,0
0.066166,0.066167,0.06617,0,0,0,0,0
0.066333,0.066334,0.066336,0,0,0,0,0
0.0665,0.066501,0.066503,0,0,0,0,0
0.066666,0.066667,0.06667,0,0,0,0,0
0.066833,0.066834,0.066836,0,0,0,0,0
0.067,0.067001,0.067003,0,0,0,0,0
0.067166,0.067167,0.06717,0,0,0,0,0
0.067333,0.067334,0.067336,0,0,0,0,0
0.0675,0.067501,0.067503,0,0,0,0,0
0.067666,0.067667,0.06767,0,0,0,0,0
0.067833,0.067834,0.067836,0,0,0,0,0
0.068,0.068001,0.068003,0,0,0,0,0
0.068166,0.068167,0.06817,0,0,0,0,0
0.068333,0.068334,0.068336,0,0,0,0,0
0.0685,0.068501,0.068503,0,0,0,0,0
0.068666,0.068667,0.06867,0,0,0,0,0
0.068833,0.068834,0.068836,0,0,0,0,0
0.069,0.069001,0.069003,0,0,0,0,0
0.069166,0.069167,0.06917,0,0,0,0,0
0.069333,0.069334,0.069336,0,0,0,0,0
0.0695,0.069501,0.069503,0,0,0,0,0
0.069666,0.069667,0.06967,0,0,0,0,0
0.069833,0.069834,0.069837,0,0,0,0,0
0.07,0.070001,0.070003,0,0,0,0,0
0.070166,0.070167,0.07017,0,0,0,0,0
0.070333,0.070334,0.070337,0,0,0,0,0
0.0705,0.070501,0.070503,0,0,0,0,0
0.070666,0.070667,0.07067,0,0,0,0,0
0.070833,0.070834,0.070837,0,0,0,0,0
0.071,0.071001,0.071003,0,0,0,0,0
0.071166,0.071167,0.07117,0,0,0,0,0
0.071333,0.071334,0.071337,0,0,0,0,0
0.0715,0.071501,0.071503,0,0,0,0,0
0.071666,0.071667,0.07167,0,0,0,0,0
0.071833,0.071834,0.071837,0,0,0,0,0
0.072,0.072001,0.072003,0,0,0,0,0
0.072166,0.072167,0.07217,0,0,0,0,0
0.072333,0.072334,0.072337,0,0,0,0,0
0.0725,0.072501,0.072503,0,0,0,0,0
0.072666,0.072667,0.07267,0,0,0,0,0
0.072833,0.072834,0.072837,0,0,0,0,0
0.073,0.073001,0.073003,0,0,0,0,0
0.073166,0.073167,0.07317,0,0,0,0,0
0.073333,0.073334,0.073337,0,0,0,0,0
0.0735,0.073501,0.073503,0,0,0,0,0
0.073666,0.073667,0.07367,0,0,0,0,0
0.073833,0.073834,0.073837,0,0,0,0,0
0.074,0.074,0.074003,0,0,0,0,0
0.074166,0.074167,0.07417,0,0,0,0,0
0.074333,0.074334,0.074337,0,0,0,0,0
0.0745,0.0745,0.074503,0,0,0,0,0
0.074666,0.074667,0.07467,0,0,0,0,0
0.074833,0.074834,0.074837,0,0,0,0,0
0.075,0.075,0.075003,0,0,0,0,0
0.075166,0.075167,0.07517,0,0,0,0,0
0.075333,0.075334,0.075337,0,0,0,0,0
0.0755,0.0755,0.075503,0,0,0,0,0
0.075666,0.075667,0.07567,0,0,0,0,0
0.075833,0.075834,0.075837,0,0,0,0,0
0.076,0.076,0.076003,0,0,0,0,0
0.076166,0.076167,0.07617,0,0,0,0,0
0.076333,0.076334,0.076337,0,0,0,0,0
0.0765,0.0765,0.076504,0,0,0,0,0
0.076666,0.076667,0.07667,0,0,0,0,0
0.076833,0.076834,0.076837,0,0,0,0,0
0.077,0.077,0.077004,0,0,0,0,0
0.077166,0.077167,0.07717,0,0,0,0,0
0.077333,0.077334,0.077337,0,0,0,0,0
0.0775,0.0775,0.077504,0,0,0,0,0
0.077666,0.077667,0.07767,0,0,0,0,0
0.077833,0.077834,0.077837,0,0,0,0,0
0.078,0.078,0.078004,0,0,0,0,0
0.078166,0.078167,0.07817,0,0,0,0,0
0.078333,0.078334,0.078337,0,0,0,0,0
0.0785,0.0785,0.078504,0,0,0,0,0
0.078666,0.078667,0.07867,0,0,0,0,0
0.078833,0.078834,0.078837,0,0,0,0,0
0.079,0.079,0.079004,0,0,0,0,0
0.079166,0.079167,0.07917,0,0,0,0,0
0.079333,0.079334,0.079337,0,0,0,0,0
0.0795,0.0795,0.079504,0,0,0,0,0
0.079666,0.079667,0.07967,0,0,0,0,0
0.079833,0.079834,0.079837,0,0,0,0,0
0.08,0.08,0.080004,0,0,0,0,0
0.080166,0.080167,0.08017,0,0,0,0,0
0.080333,0.080334,0.080337,0,0,0,0,0
0.0805,0.0805,0.080504,0,0,0,0,0
0.080666,0.080667,0.08067,0,0,0,0,0
0.080833,0.080834,0.080837,0,0,0,0,0
0.081,0.081,0.081004,0,0,0,0,0
0.081166,0.081167,0.08117,0,0,0,0,0
0.081333,0.081334,0.081337,0,0,0,0,0
0.0815,0.0815,0.081504,0,0,0,0,0
0.081666,0.081667,0.08167,0,0,0,0,0
0.081833,0.081834,0.081837,0,0,0,0,0
0.082,0.082,0.082004,0,0,0,0,0
0.082166,0.082167,0.08217,0,0,0,0,0
0.082333,0.082334,0.082337,0,0,0,0,0
0.0825,0.0825,0.082504,0,0,0,0,0
0.082666,0.082667,0.082671,0,0,0,0,0
0.082833,0.082834,0.082837,0,0,0,0,0
0.083,0.083,0.083004,0,0,0,0,0
0.083166,0.083167,0.083171,0,0,0,0,0
0.083333,0.083334,0.083337,0,0,0,0,0
0.0835,0.0835,0.083504,0,0,0,0,0
0.083666,0.083667,0.083671,0,0,0,0,0
0.083833,0.083834,0.083837,0,0,0,0,0
0.084,0.084,0.084004,0,0,0,0,0
0.084166,0.084167,0.084171,0,0,0,0,0
0.084333,0.084334,0.084337,0,0,0,0,0
0.0845,0.0845,0.084504,0,0,0,0,0
0.084666,0.084667,0.084671,0,0,0,0,0
0.084833,0.084834,0.084837,0,0,0,0,0
0.085,0.085,0.085004,0,0,0,0,0
0.085166,0.085167,0.085171,0,0,0,0,0
0.085333,0.085334,0.085337,0,0,0,0,0
0.0855,0.0855,0.085504,0,0,0,0,0
0.085666,0.085667,0.085671,0,0,0,0,0
0.085833,0.085834,0.085837,0,0,0,0,0
0.086,0.086,0.086004,0,0,0,0,0
0.086166,0.086167,0.086171,0,0,0,0,0
0.086333,0.086334,0.086337,0,0,0,0,0
0.0865,0.0865,0.086504,0,0,0,0,0
0.086666,0.086667,0.086671,0,0,0,0,0
0.086833,0.086834,0.086837,0,0,0,0,0
0.087,0.087,0.087004,0,0,0,0,0
0.087166,0.087167,0.087171,0,0,0,0,0
0.087333,0.087334,0.087337,0,0,0,0,0
0.0875,0.0875,0.087504,0,0,0,0,0
0.087666,0.087667,0.087671,0,0,0,0,0
0.087833,0.087834,0.087837,0,0,0,0,0
0.088,0.088,0.088004,0,0,0,0,0
0.088166,0.088167,0.088171,0,0,0,0,0
0.088333,0.088334,0.088338,0,0,0,0,0
0.0885,0.0885,0.088504,0,0,0,0,0
0.088666,0.088667,0.088671,0,0,0,0,0
0.088833,0.088834,0.088838,0,0,0,0,0
0.089,0.089,0.089004,0,0,0,0,0
0.089166,0.089167,0.089171,0,0,0,0,0
0.089333,0.089334,0.089338,0,0,0,0,0
0.0895,0.0895,0.089504,0,0,0,0,0
0.089666,0.089667,0.089671,0,0,0,0,0
0.089833,0.089834,0.089838,0,0,0,0,0
0.09,0.09,0.090004,0,0,0,0,0
0.090166,0.090167,0.090171,0,0,0,0,0
